Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome composition,Host Source
84,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,Varicellovirus,NA,Felid alphaherpesvirus 1,E,felid alphaherpesvirus 1; feline viral rhinotracheitis virus,FeAHV1; FVRV,C-27,FJ478159,Complete genome,dsDNA,vertebrates
85,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,Varicellovirus,NA,Human alphaherpesvirus 3,E,human alphaherpesvirus 3; varicella-zoster virus,HuAHV3; VZV,Dumas,X04370,Complete genome,dsDNA,vertebrates
86,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,Varicellovirus,NA,Monodontid alphaherpesvirus 1,E,monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1,MoAHV1,LN3131-1,MF678601,Complete genome,dsDNA,vertebrates
87,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,Varicellovirus,NA,Phocid alphaherpesvirus 1,E,phocid alphaherpesvirus 1; harbour seal herpesvirus,PcAHV1,NA,MH509440,Partial genome,dsDNA,vertebrates
88,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,Varicellovirus,NA,Suid alphaherpesvirus 1,E,suid alphaherpesvirus 1; pseudorabies virus,SuAHV1; PRV,Kaplan,JF797218,Complete genome,dsDNA,vertebrates
89,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Alphaherpesvirinae,NA,NA,Chelonid alphaherpesvirus 6,E,chelonid alphaherpesvirus 6; lung–eye–trachea disease-associated virus,ChAHV6; LETV,LETHV 221,AY124577,Partial genome,dsDNA,vertebrates
90,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Aotine betaherpesvirus 1,E,aotine betaherpesvirus 1; owl monkey cytomegalovirus,AoBHV1; OMCMV,S34E,FJ483970,Complete genome,dsDNA,vertebrates
91,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Cebine betaherpesvirus 1,E,cebine betaherpesvirus 1; capuchin monkey cytomegalovirus,CbBHV1; CMCMV,5567,JQ264772,Partial genome,dsDNA,vertebrates
92,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Cercopithecine betaherpesvirus 5,E,cercopithecine betaherpesvirus 5; simian cytomegalovirus,CeBHV5; SCMV,2715,FJ483968,Complete genome,dsDNA,vertebrates
93,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Human betaherpesvirus 5,E,human betaherpesvirus 5; human cytomegalovirus,HuBHV5; HCMV,Merlin,AY446894,Complete genome,dsDNA,vertebrates
94,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Macacine betaherpesvirus 3,E,macacine betaherpesvirus 3; rhesus cytomegalovirus,McBHV3; RhCMV,68-1,AY186194,Complete genome,dsDNA,vertebrates
95,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Macacine betaherpesvirus 8,E,macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus,McBHV8,Ottawa,JN227533,Complete genome,dsDNA,vertebrates
96,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Mandrilline betaherpesvirus 1,E,mandrilline betaherpesvirus 1; drill monkey cytomegalovirus,MdBHV1,OCOM6-2,KR297253,Complete genome,dsDNA,vertebrates
97,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Panine betaherpesvirus 2,E,panine betaherpesvirus 2; chimpanzee cytomegalovirus,PnBHV2; CCMV,Heberling,AF480884,Complete genome,dsDNA,vertebrates
98,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Papiine betaherpesvirus 3,E,papiine betaherpesvirus 3; olive baboon cytomegalovirus,PaBHV3; BCMV,OCOM4-37,AC090446,Partial genome,dsDNA,vertebrates
99,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Papiine betaherpesvirus 4,E,papiine betaherpesvirus 4; chacma baboon cytomegalovirus,PaBHV4,OCOM4-52,KR351281,Complete genome,dsDNA,vertebrates
100,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,NA,Saimiriine betaherpesvirus 4,E,saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus,SaBHV4; SMCMV,SqSHV,FJ483967,Complete genome,dsDNA,vertebrates
101,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Muromegalovirus,NA,Murid betaherpesvirus 1,E,murid betaherpesvirus 1; murine cytomegalovirus,MuBHV1; MCMV,Smith,GU305914,Complete genome,dsDNA,vertebrates
102,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Muromegalovirus,NA,Murid betaherpesvirus 2,E,murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht,MuBHV2; RCMV,Maastricht,AF232689,Complete genome,dsDNA,vertebrates
103,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Muromegalovirus,NA,Murid betaherpesvirus 8,E,murid betaherpesvirus 8; rat cytomegalovirus strain England,MuBHV8; RCMVE,England,JX867617,Complete genome,dsDNA,vertebrates
104,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Proboscivirus,NA,Elephantid betaherpesvirus 1,E,elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1,ElBHV1; EEHV1,Raman,KC462165,Complete genome,dsDNA,vertebrates
105,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Proboscivirus,NA,Elephantid betaherpesvirus 4,E,elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4,ElBHV4; EEHV4,NAP69,KT832477,Complete genome,dsDNA,vertebrates
106,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Proboscivirus,NA,Elephantid betaherpesvirus 5,E,elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5,ElBHV5; EEHV5,Vijay,KF921519,Complete genome,dsDNA,vertebrates
107,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Quwivirus,NA,Caviid betaherpesvirus 2,E,caviid betaherpesvirus 2; guinea pig cytomegalovirus,CdBHV2; GPCMV,21222,KC503762,Complete genome,dsDNA,vertebrates
108,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Quwivirus,NA,Miniopterid betaherpesvirus 1,E,miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus,MnBHV1; MsHV,B7D8,JQ805139,Complete genome,dsDNA,vertebrates
109,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Quwivirus,NA,Tupaiid betaherpesvirus 1,E,tupaiid betaherpesvirus 1; tupaia herpesvirus,TuBHV1; THV,2,AF281817,Complete genome,dsDNA,vertebrates
110,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Human betaherpesvirus 7,E,human betaherpesvirus 7; human herpesvirus 7,HuBHV7; HHV7,RK,AF037218,Complete genome,dsDNA,vertebrates
111,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Human betaherpesvirus 6A,E,human betaherpesvirus 6A; human herpesvirus 6A,HuBHV6A; HHV6A,U1102,X83413,Complete genome,dsDNA,vertebrates
112,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Human betaherpesvirus 6B,E,human betaherpesvirus 6B; human herpesvirus 6B,HuBHV6B; HHV6B,Z29,AF157706,Complete genome,dsDNA,vertebrates
113,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Macacine betaherpesvirus 9,E,macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7,McBHV9; MneHV7,NA,KU351741,Complete genome,dsDNA,vertebrates
114,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Murid betaherpesvirus 3,E,murid betaherpesvirus 3; mouse thymic virus,MuBHV3; MTV,YOK1,KY355735,Complete genome,dsDNA,vertebrates
115,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Betaherpesvirinae,Roseolovirus,NA,Suid betaherpesvirus 2,E,suid betaherpesvirus 2; porcine cytomegalovirus,SuBHV2; PCMV,BJ09,KF017583,Complete genome,dsDNA,vertebrates
116,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Bossavirus,NA,Delphinid gammaherpesvirus 1,E,delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1,DeGHV1,Sarasota,KY965444,Complete genome,dsDNA,vertebrates
117,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Callitrichine gammaherpesvirus 3,E,callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus,ClGHV3,CJ0149,AF319782,Complete genome,dsDNA,vertebrates
118,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Cercopithecine gammaherpesvirus 14,E,cercopithecine gammaherpesvirus 14; African green monkey EBV-like virus,CeGHV14,NA,NA,No entry in Genbank,dsDNA,vertebrates
119,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Gorilline gammaherpesvirus 1,E,gorilline gammaherpesvirus 1; herpesvirus gorilla,GoGHV1,Machi,AJ581752,Partial genome,dsDNA,vertebrates
120,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Human gammaherpesvirus 4,E,human gammaherpesvirus 4; Epstein-Barr virus,HuGHV4; EBV,B95-8,AJ507799,Complete genome,dsDNA,vertebrates
121,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Macacine gammaherpesvirus 4,E,macacine gammaherpesvirus 4; rhesus lymphocryptovirus,McGHV4; RLV,LCL8664,AY037858,Complete genome,dsDNA,vertebrates
122,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Macacine gammaherpesvirus 10,E,macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus,McGHV10,pfe-lcl-E3,KP676001,Complete genome,dsDNA,vertebrates
123,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Panine gammaherpesvirus 1,E,panine gammaherpesvirus 1; herpesvirus pan,PnGHV1,Austin,AJ581751,Partial genome,dsDNA,vertebrates
124,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Papiine gammaherpesvirus 1,E,papiine gammaherpesvirus 1; herpesvirus papio,PaGHV1,594S,AJ581750,Partial genome,dsDNA,vertebrates
125,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,NA,Pongine gammaherpesvirus 2,E,pongine gammaherpesvirus 2; herpesvirus pongo,PoGHV2,CP-81,AJ581753,Partial genome,dsDNA,vertebrates
126,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Alcelaphine gammaherpesvirus 1,E,alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus,AlGHV1; MCFV,C500,AF005370,Complete coding genome,dsDNA,vertebrates
127,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Alcelaphine gammaherpesvirus 2,E,alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus,AlGHV2,topi-AlHV-2,KF274499,Complete genome,dsDNA,vertebrates
128,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Bovine gammaherpesvirus 6,E,bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus,BoGHV6; BLV,Pennsylvania 47,KJ705001,Complete genome,dsDNA,vertebrates
129,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Caprine gammaherpesvirus 2,E,caprine gammaherpesvirus 2; caprine herpesvirus 2,CpGHV2; CpHV2,NA,AF283477,Partial genome,dsDNA,vertebrates
130,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Hippotragine gammaherpesvirus 1,E,hippotragine gammaherpesvirus 1; roan antelope herpesvirus,HiGHV1,NA,DQ083950,Partial genome,dsDNA,vertebrates
131,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Ovine gammaherpesvirus 2,E,ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus,OvGHV2,BJ1035,AY839756,Complete genome,dsDNA,vertebrates
132,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Suid gammaherpesvirus 3,E,suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1,SuGHV3; PLVH1,56,AF478169,Partial genome,dsDNA,vertebrates
133,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Suid gammaherpesvirus 4,E,suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2,SuGHV4; PLHV2,568,AY170317,Partial genome,dsDNA,vertebrates
134,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Macavirus,NA,Suid gammaherpesvirus 5,E,suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3,SuGHV5; PLHV3,489,AY170316,Partial genome,dsDNA,vertebrates
135,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Manticavirus,NA,Phascolarctid gammaherpesvirus 1,E,phascolarctid gammaherpesvirus 1,PcGHV1,36M/11,MG452722,Complete genome,dsDNA,vertebrates
136,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Manticavirus,NA,Vombatid gammaherpesvirus 1,E,vombatid gammaherpesvirus 1,VoGHV1,V3187/11,MG452721,Complete genome,dsDNA,vertebrates
137,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Patagivirus,NA,Vespertilionid gammaherpesvirus 3,E,vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus,VeGHV3; EfHV,NA,MF385016,Complete genome,dsDNA,vertebrates
138,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Equid gammaherpesvirus 2,E,equid gammaherpesvirus 2; equine herpesvirus 2,EqGHV2; EHV2,86/67,U20824,Complete genome,dsDNA,vertebrates
139,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Equid gammaherpesvirus 5,E,equid gammaherpesvirus 5; equine herpesvirus 5,EqGHV5; EHV5,2-141/67,KM924295,Complete genome,dsDNA,vertebrates
140,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Felid gammaherpesvirus 1,E,felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1,FeGHV1; FcaGHV1,31286,KT595939,Complete genome,dsDNA,vertebrates
141,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Mustelid gammaherpesvirus 1,E,mustelid gammaherpesvirus 1; badger herpesvirus,MusGHV1; BadHV,NA,AF376034,Partial genome,dsDNA,vertebrates
142,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Phocid gammaherpesvirus 3,E,phocid gammaherpesvirus 3; harp seal herpesvirus,PhGHV3; HaSHV,FMV04-1493874,KP136799,Partial genome,dsDNA,vertebrates
143,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Percavirus,NA,Vespertilionid gammaherpesvirus 1,E,vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8,VeGHV1,My-HV8/Myotis velifer incautus/USA/FCGHV/2011,KU220026,Complete coding genome,dsDNA,vertebrates
144,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Ateline gammaherpesvirus 2,E,ateline gammaherpesvirus 2; herpesvirus ateles strain 810,AtGHV2,810,M22036,Partial genome,dsDNA,vertebrates
145,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Ateline gammaherpesvirus 3,E,ateline gammaherpesvirus 3; herpesvirus ateles,AtGHV3; HVA,73,AF083424,Complete coding genome,dsDNA,vertebrates
146,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Bovine gammaherpesvirus 4,E,bovine gammaherpesvirus 4; bovine herpesvirus 4,BoGHV4; BHV4,66-p-347,AF318573,Complete coding genome,dsDNA,vertebrates
147,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Cricetid gammaherpesvirus 2,E,cricetid gammaherpesvirus 2; rodent herpesvirus Peru,CrGHV2; RHVP,Peru,HQ221963,Complete coding genome,dsDNA,vertebrates
148,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Human gammaherpesvirus 8,E,human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus,HuGHV8; KSHV,GK18,AF148805,Complete genome,dsDNA,vertebrates
149,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Macacine gammaherpesvirus 5,E,macacine gammaherpesvirus 5; rhesus rhadinovirus,McGHV5; RRV,17577,AF083501,Complete genome,dsDNA,vertebrates
150,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Macacine gammaherpesvirus 8,E,macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina,McGHV8; RFHV,RFHVMnM78114,KF703446,Complete coding genome,dsDNA,vertebrates
151,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Macacine gammaherpesvirus 11,E,macacine gammaherpesvirus 11; Japanese macaque rhadinovirus,McGHV11; JMRV,17792,AY528864,Complete genome,dsDNA,vertebrates
152,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Macacine gammaherpesvirus 12,E,macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2,McGHV12; MneRV2,J97167,KP265674,Complete coding genome,dsDNA,vertebrates
153,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Murid gammaherpesvirus 4,E,murid gammaherpesvirus 4; murine gammaherpesvirus 68,MuGHV4; MHV68,g2.4 (WUMS),U97553,Complete genome,dsDNA,vertebrates
154,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Murid gammaherpesvirus 7,E,murid gammaherpesvirus 7; wood mouse herpesvirus,MuGHV7; WMHV,WM8,GQ169129,Complete genome,dsDNA,vertebrates
155,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,NA,Saimiriine gammaherpesvirus 2,E,saimiriine gammaherpesvirus 2; herpesvirus saimiri,SaGHV2; HVS,A11,X64346,Complete coding genome,dsDNA,vertebrates
156,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,NA,NA,Equid gammaherpesvirus 7,E,equid gammaherpesvirus 7; asinine herpesvirus 2,EGHV7; ASHV2,T-07,EU165547,Partial genome,dsDNA,vertebrates
157,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,NA,NA,Phocid gammaherpesvirus 2,E,phocid gammaherpesvirus 2; phocid herpesvirus 2,PhoGHV2; PhHV2,NA,GQ429152,Partial genome,dsDNA,vertebrates
158,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,Gammaherpesvirinae,NA,NA,Saguinine gammaherpesvirus 1,E,saguinine gammaherpesvirus 1; herpesvirus saguinus,SgGHV1,S-388D,U63458,Partial genome,dsDNA,vertebrates
159,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Herpesviridae,NA,NA,NA,Iguanid herpesvirus 2,E,iguanid herpesvirus 2; iguana herpesvirus,IgHV2,NA,AY236869,Partial genome,dsDNA,vertebrates
160,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Malacoherpesviridae,NA,Aurivirus,NA,Haliotid herpesvirus 1,E,abalone herpesvirus; haliotid herpesvirus 1,AbHV1; HaHV1,Victoria/AUS/2009,JX453331,Complete genome,dsDNA,vertebrates
161,1,Duplodnaviria,NA,Heunggongvirae,NA,Peploviricota,NA,Herviviricetes,NA,Herpesvirales,NA,Malacoherpesviridae,NA,Ostreavirus,NA,Ostreid herpesvirus 1,E,oyster herpesvirus; ostreid herpesvirus 1,OHV; OsHV1,NA,AY509253,Complete genome,dsDNA,vertebrates
